-58.78,17.49,-33.75
-60.61,39.37,-34.83
-47.09,51.27,-34.86
-41.49,35.24,-40.34
-34.35,15.68,-37.84
-31.95,-1.58,-27.46
-24.74,-11.98,-9.68
-46.54,-14.79,2.09
-65.59,-1.34,-10.10
-61.72,57.82,-25.71
-74.57,44.68,-22.13
-9.37,-5.66,-6.59
-2.22,7.98,-16.92
-51.62,-3.58,-20.20
-52.13,71.24,-14.06
-48.25,76.64,3.58
